read-2048;65.23801820907374
write-2048;30.90935750925962
read-256;449.6448572357706
random-read-512;63.98089031949462
write-64;61.7927307443308
random-read-256;318.1318512832309
write-128;58.76254600344177
read-8;485.2941176470588
read-4;422.2222222222222
read-1;299.99999999999994
read-2;366.66666666666663
write-512;46.005208784093945
write-256;52.17036945214988
read-1024;67.1463484153457
read-512;75.00185420573705
random-read-16;368.48819860969877
write-1024;31.606023076974786
random-read-32;354.47777588801563
write-16;32.06943087075254
read-32;397.7583112835093
read-16;458.0588111075916
random-read-8;358.05769741674067
write-32;43.243649136431294
random-read-4;303.20389894815116
random-read-1;218.93203258514404
random-read-2;303.3640682697296
write-1;5.090462097788153
write-2;9.621336713857971
write-4;14.5113481427915
write-8;19.001455100895402
random-read-128;319.2054090636601
random-read-1024;23.008764444825403
read-64;270.8288561775579
read-128;375.9461638911198
random-read-64;275.7737885321763
