random-write-128;45.27767951892466
random-write-512;57.04735376044568
read-2048;65.08612470603191
random-write-2;9.30232558139535
read-256;350.20519835841316
random-write-4;12.820512820512821
random-write-8;19.950124688279303
random-write-32;40.0
read-8;258.06451612903226
read-4;250.0
random-write-256;63.44485749690211
random-write-16;28.82882882882883
read-2;200.0
read-1024;67.34626767510687
random-write-2048;57.62683249387996
read-512;72.97605473204105
read-32;310.6796116504854
read-16;231.8840579710145
read-128;336.8421052631579
random-write-1024;61.22204950376659
read-64;307.6923076923077
random-write-64;50.59288537549407
